COUNTRY;COUNTRY CODE;STATE;STATE CODE;COUNTY;COUNTY CODE;LOCALITY ID;LOCALITY TYPE;LATITUDE;LONGITUDE
Morocco;MA;Doukkala-Abda           ;MA-10;;;L17521060;H;33.3;-8.5
Morocco;MA;Rabat-Salé-Zemmour-Zaer;MA-07;;;L17521232;P;33.7;-6.1
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17521359;H;29.6;-9.6
Morocco;MA;Rabat-Salé-Zemmour-Zaer;MA-07;;;L17521554;P;33.7;-6.2
Morocco;MA;Rabat-Salé-Zemmour-Zaer;MA-07;;;L17543264;P;33.9;-7
Morocco;MA;Rabat-Salé-Zemmour-Zaer;MA-07;;;L17543412;P;33.8;-7
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17555245;P;31;-7.2
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L1756657 ;P;31.1;-7.9
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17608367;P;30.4;-9.6
Morocco;MA;Tanger-Tétouan         ;MA-01;;;L17630725;P;35.5;-6
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17634837;P;31.3;-4.3
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17635014;P;31.2;-4.2
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17650464;P;30.5;-8.7
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17653783;P;30.5;-8.9
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L17658457;P;31.2;-8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L17663225;P;31.3;-7.7
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L17666689;P;31.5;-7.7
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17667179;P;30.9;-6.9
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17671732;P;31.5;-5.5
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17671830;P;31.3;-4.2
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17671886;P;31.3;-4.3
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17672165;P;31.3;-4.3
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17672619;P;31.3;-4.5
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17672826;P;29.8;-5.7
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17673117;P;29.8;-5.7
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17674460;P;30.5;-5.9
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17674495;P;30.7;-6.6
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17679820;P;30;-9.7
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17679925;P;30;-9.7
Morocco;MA;Gharb-Chrarda-Beni Hssen;MA-02;;;L1768129 ;P;34.8;-6.3
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17682929;P;33.5;-5.1
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L17683344;H;31.3;-8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L17688507;P;31.5;-9.8
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L1768858 ;H;33.6;-5.2
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17689401;H;33.1;-5
Morocco;MA;Tanger-Tétouan         ;MA-01;;;L17690336;P;35.7;-5.9
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17690515;P;32.8;-4.9
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17690548;P;32;-4.5
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17690865;P;31.7;-4.2
Morocco;MA;Tanger-Tétouan         ;MA-01;;;L17691333;P;35.6;-6
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L1769190 ;P;31.5;-9.7
Morocco;MA;Tadla-Azilal            ;MA-12;;;L1769262 ;P;31.9;-6.6
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L1769268 ;P;31.9;-7.9
Morocco;MA;Gharb-Chrarda-Beni Hssen;MA-02;;;L17696889;P;34.8;-6.3
Morocco;MA;Tanger-Tétouan         ;MA-01;;;L17696911;H;35.8;-5.9
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17711452;P;30.6;-9.7
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17715736;P;31;-7.1
Morocco;MA;Rabat-Salé-Zemmour-Zaer;MA-07;;;L17723954;P;34;-6.7
Morocco;MA;Gharb-Chrarda-Beni Hssen;MA-02;;;L17763044;P;34.2;-6.7
Morocco;MA;Rabat-Salé-Zemmour-Zaer;MA-07;;;L17763299;P;33.8;-6.9
Morocco;MA;Rabat-Salé-Zemmour-Zaer;MA-07;;;L17763368;P;33.9;-7
Morocco;MA;Doukkala-Abda           ;MA-10;;;L17765167;P;33;-8.7
Morocco;MA;Doukkala-Abda           ;MA-10;;;L17765210;P;33.2;-8.5
Morocco;MA;Doukkala-Abda           ;MA-10;;;L17769879;P;31.9;-8.7
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L17770288;P;31.7;-7.3
Morocco;MA;Tadla-Azilal            ;MA-12;;;L17770331;P;31.6;-6.5
Morocco;MA;Tadla-Azilal            ;MA-12;;;L17770344;P;31.6;-6.5
Morocco;MA;Tadla-Azilal            ;MA-12;;;L17770363;P;31.7;-6.3
Morocco;MA;Tadla-Azilal            ;MA-12;;;L17770406;P;31.6;-6.5
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L17770437;P;31.2;-7.7
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17771277;P;30.9;-7
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17771443;P;31.2;-6.1
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17771803;P;31.4;-4.3
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17771933;P;31.3;-4.3
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17775060;P;30.9;-7.2
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17775061;P;30.9;-6.9
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17775062;P;31;-6.7
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17775063;P;31;-6.7
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17775069;P;31.4;-5.8
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17775070;P;31.4;-5.8
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17775072;P;31.3;-5.9
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17775073;P;31.3;-5.9
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17775074;P;31.3;-4.4
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17775078;P;31.3;-4.1
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17775082;P;31.3;-4
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17775084;P;31.3;-4
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17775085;P;31.3;-4.4
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17775086;P;31.2;-4.3
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17775087;P;31.2;-4.3
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17775089;P;31.3;-4.3
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17775095;P;32.2;-4.4
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17775097;P;32.2;-4.4
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17775104;P;32.8;-4.9
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17775106;P;32.8;-4.9
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17775107;P;32.8;-5
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17775109;P;32.9;-5
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17775116;P;33.1;-5
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17775117;P;33.1;-5
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17775119;P;33.2;-5.1
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17775120;P;33.3;-5.1
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17775121;P;33.3;-5.1
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17775122;P;33.4;-5.2
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17775123;P;33.5;-5.1
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17775125;P;33.5;-5.1
Morocco;MA;Gharb-Chrarda-Beni Hssen;MA-02;;;L17775127;P;34.8;-6.3
Morocco;MA;Gharb-Chrarda-Beni Hssen;MA-02;;;L17775128;P;34.2;-6.7
Morocco;MA;Gharb-Chrarda-Beni Hssen;MA-02;;;L17775129;P;34.2;-6.7
Morocco;MA;Gharb-Chrarda-Beni Hssen;MA-02;;;L17775130;P;34.3;-6.7
Morocco;MA;Gharb-Chrarda-Beni Hssen;MA-02;;;L17775131;P;34.2;-6.7
Morocco;MA;Rabat-Salé-Zemmour-Zaer;MA-07;;;L17775132;P;34;-6.8
Morocco;MA;Rabat-Salé-Zemmour-Zaer;MA-07;;;L17775134;P;33.9;-6.9
Morocco;MA;Rabat-Salé-Zemmour-Zaer;MA-07;;;L17775136;P;33.7;-6.9
Morocco;MA;Rabat-Salé-Zemmour-Zaer;MA-07;;;L17775138;P;33.7;-6.9
Morocco;MA;Rabat-Salé-Zemmour-Zaer;MA-07;;;L17775139;P;33.7;-6.9
Morocco;MA;Grand Casablanca        ;MA-08;;;L17775140;P;33.7;-7.4
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17775145;P;30;-9.6
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17775147;P;30.1;-9.7
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17775148;P;30.1;-9.7
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17775153;P;30;-9.6
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L17775158;P;31.2;-7.9
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L17775162;P;31.2;-7.9
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L17775163;P;31.2;-7.9
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L17775167;P;31.5;-7.4
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L17775168;P;31.3;-7.4
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L17782703;P;31.2;-7.7
Morocco;MA;Grand Casablanca        ;MA-08;;;L17865172;P;33.6;-7.6
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L17901739;P;31.6;-8
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17903537;P;31.1;-7.3
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17903634;P;31;-7.2
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17903677;P;31;-7.2
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17903685;P;31;-7.2
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17903715;P;31;-7.1
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17903793;P;30.9;-6.9
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17903903;P;31;-6.6
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17903985;P;31.2;-6.2
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17905432;P;31.4;-5.9
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17905607;P;31.3;-5.9
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17906343;P;31.3;-5.9
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17907138;P;31.3;-5.9
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17907548;P;31.3;-5.9
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17915414;P;31.3;-4.3
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17917723;P;31.3;-4
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17922605;P;31.1;-4
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17922619;P;31.2;-4
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17922644;P;31.2;-4
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17922651;P;31.3;-4
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17922664;P;31.3;-4
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17922701;P;31.3;-4.3
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17926001;P;31.3;-4.3
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17926089;P;31.3;-4.3
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17926366;P;31.1;-4.1
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17926389;P;31.1;-4.1
Morocco;MA;Tanger-Tétouan         ;MA-01;;;L17926550;P;35.2;-6.1
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17926747;P;31.1;-4.1
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17926748;P;31.1;-4.1
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17926750;P;31.1;-4.1
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17927042;P;31.2;-4
Morocco;MA;Rabat-Salé-Zemmour-Zaer;MA-07;;;L17927073;P;34;-6.9
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17927080;P;30.6;-9.8
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17929768;P;31.3;-4
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17929793;P;31.1;-3.9
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17929810;P;31.2;-3.9
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17929826;P;31.2;-3.9
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17929842;P;31.2;-4
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17930171;P;33.4;-5.1
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17930402;P;31.3;-4.2
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17932659;P;31.2;-4.1
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17935378;P;31.1;-3.9
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17940347;P;31.3;-4.2
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17940504;P;31.3;-4.3
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17940698;P;31.3;-4.3
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17940816;P;31.3;-4.3
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17941052;P;31.5;-4.4
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17941200;P;30.6;-9.7
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17942236;P;31.6;-5
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17942241;P;31.5;-4.5
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17943397;P;31.7;-4.9
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L17943481;P;31.6;-8
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17943665;P;31.6;-5
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L17944283;P;31.1;-7.9
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17947519;P;33.9;-5.5
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17948949;P;31.3;-4.3
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17953746;P;31.5;-5.5
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17953906;P;31.4;-6
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17953919;P;31.3;-6
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17954543;P;31.3;-5.9
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17954587;P;31.3;-5.9
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17955070;P;31.3;-5.9
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17955385;P;31.4;-6
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17955482;P;31.4;-6
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17957467;P;30.7;-7.3
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17957911;P;30.5;-7.4
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17958744;P;29.4;-10.1
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17960392;P;30.9;-7.2
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17964113;P;30.2;-9.5
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17964142;P;30.1;-9.6
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17964435;P;30;-9.6
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17964500;P;30;-9.7
Morocco;MA;Tanger-Tétouan         ;MA-01;;;L17964641;P;35.8;-5.9
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17964782;P;32.7;-4.9
Morocco;MA;Tanger-Tétouan         ;MA-01;;;L1796511 ;P;35.2;-6.2
Morocco;MA;Tanger-Tétouan         ;MA-01;;;L1796526 ;P;35.2;-6
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17965348;P;32.5;-5.1
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17965959;P;30;-9.6
Morocco;MA;Fès-Boulemane          ;MA-05;;;L17966135;P;34;-5
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17966210;P;30.3;-9.5
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L1796701 ;P;31.6;-8
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L1796719 ;P;30.9;-6.9
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L1796746 ;P;31.5;-5
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L1796753 ;P;31.5;-5.5
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L1796759 ;P;31.4;-6
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L1796762 ;P;31.4;-4.2
Morocco;MA;Fès-Boulemane          ;MA-05;;;L1796779 ;P;34;-5
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L1796780 ;P;33.5;-5.1
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L1796789 ;P;32.5;-4.5
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L1796793 ;P;31.9;-4.4
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L1796803 ;P;34.1;-5.6
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L1796812 ;P;33.9;-5.6
Morocco;MA;Rabat-Salé-Zemmour-Zaer;MA-07;;;L1796814 ;P;34;-6.8
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17968401;P;30.4;-9.6
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17968481;P;30.4;-9.6
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17969383;P;30.4;-9.6
Morocco;MA;Grand Casablanca        ;MA-08;;;L17969519;P;33.6;-7.6
Morocco;MA;Doukkala-Abda           ;MA-10;;;L17969860;P;33.3;-8.5
Morocco;MA;Doukkala-Abda           ;MA-10;;;L17970541;H;33;-8.7
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17970546;P;31.1;-6.6
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L17970655;P;31.5;-7.6
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L17970743;P;31.3;-7.8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L17970772;P;31.3;-7.8
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17970791;P;30;-9.6
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17970795;P;30.1;-9.7
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17970808;P;30;-9.6
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17970811;P;30;-9.7
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17970816;P;30;-9.6
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17970833;P;30;-9.7
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17970842;P;30;-9.6
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17970857;P;31.3;-5.9
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17970861;P;31.1;-4
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17972565;P;32.7;-4.7
Morocco;MA;Rabat-Salé-Zemmour-Zaer;MA-07;;;L17973490;P;34;-6.8
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17973501;P;30.9;-6.9
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17973825;P;31.5;-4.6
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17973827;P;31.5;-4.6
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17973829;P;31.3;-5.9
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17973918;P;30.6;-9.7
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17973940;P;30.6;-9.8
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17973980;P;30.6;-9.9
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17973983;P;30.5;-9.7
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17974050;P;30.6;-9.7
Morocco;MA;Tanger-Tétouan         ;MA-01;;;L17974395;P;35.7;-5.4
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17974494;P;30.8;-9.8
Morocco;MA;Tanger-Tétouan         ;MA-01;;;L17974907;P;35.6;-5.3
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L17974992;P;31.5;-9.8
Morocco;MA;Rabat-Salé-Zemmour-Zaer;MA-07;;;L17975000;P;34;-6.8
Morocco;MA;Fès-Boulemane          ;MA-05;;;L17978786;P;33;-4.1
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L17979608;P;31.7;-9.7
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L17983808;P;31.5;-9.5
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L17983863;P;31.6;-9.3
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L17983976;P;31.6;-9.2
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L17984014;P;31.6;-9.2
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L17984304;P;31.5;-8.8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L17984648;P;31.6;-8.6
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L17984656;P;31.5;-8.8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L17985041;P;31.6;-8.6
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L17985169;P;31.6;-8.5
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L17985563;P;31.6;-8.2
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L17985915;P;31.6;-8.2
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L17986728;P;31.6;-8.2
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L17987445;P;31.5;-8.1
Morocco;MA;Rabat-Salé-Zemmour-Zaer;MA-07;;;L17988533;P;34;-6.5
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17989008;P;31.4;-6
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L17994021;P;31.3;-7.8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L17994052;P;31.3;-7.8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L17994106;P;31.2;-7.8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L17994146;P;31.2;-7.8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L17994336;P;31.2;-7.9
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L17995077;P;31.3;-7.8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L17995387;P;31.3;-7.8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L17995888;P;31.4;-7.9
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L17996089;P;31.1;-4
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L17996321;P;31.6;-8
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L17996381;P;30.9;-6.8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L17996553;P;31.6;-8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L17997337;P;31.3;-7.8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L17997359;P;31.2;-7.8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L17997376;P;31.2;-7.8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L17998369;P;31.6;-8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L17998391;P;31.2;-7.8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L17998422;P;31.2;-7.8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L18005201;P;31.6;-8
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L18005920;P;30.5;-9.7
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L18005939;P;31.6;-8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L18006212;P;31.5;-8
Morocco;MA;Tanger-Tétouan         ;MA-01;;;L18010327;H;35.6;-6
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L18014723;P;31.3;-4.3
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L18020593;P;31.6;-8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L18020877;P;31.2;-8.2
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L18024854;P;31.5;-7.8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L18026631;P;31.2;-8.3
Morocco;MA;Fès-Boulemane          ;MA-05;;;L18026861;P;33.1;-4
Morocco;MA;Fès-Boulemane          ;MA-05;;;L18026947;P;33.2;-3.8
Morocco;MA;Chaouia-Ouardigha       ;MA-09;;;L18027125;P;33.4;-7.6
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L18035137;P;31.1;-7.2
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L18035309;P;31;-7.2
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L18036633;P;30.9;-6.9
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L18037106;P;31;-6.8
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L18041847;P;30.8;-9.8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L18041865;P;31.6;-7.8
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L18041916;P;31.1;-7.3
Morocco;MA;Fès-Boulemane          ;MA-05;;;L18042902;P;34;-5
Morocco;MA;Rabat-Salé-Zemmour-Zaer;MA-07;;;L18047726;P;34;-6.8
Morocco;MA;Guelmim-Es Smara        ;MA-14;;;L18053192;P;29.7;-8
Morocco;MA;Guelmim-Es Smara        ;MA-14;;;L18053565;P;29.9;-7.3
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L18053605;P;30.3;-5.8
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L18057719;P;31.4;-4.2
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L18057765;P;31.4;-4.2
